# x = [0], t = np.linspace(0,5,100)
0.000000000000000000e+00,1.008384202581046052e-01,2.006488565226854093e-01,2.984138044476410956e-01,3.931366121483297893e-01,4.838516404379346603e-01,5.696341069089656539e-01,6.496095135057065040e-01,7.229625614794604749e-01,7.889454628442573725e-01,8.468855636029833933e-01,8.961922010299563368e-01,9.363627251042847544e-01,9.669876227092996102e-01,9.877546923600838413e-01,9.984522269003894834e-01,9.989711717233568100e-01,9.893062365143401315e-01,9.695559491823236842e-01,9.399216514301311776e-01,9.007054462029554509e-01,8.523071179396751740e-01,7.952200570230490984e-01,7.300262299764463947e-01,6.573902466827754587e-01,5.780525851065732024e-01,4.928220425889234813e-01,4.025674906694965416e-01,3.082090174900768420e-01,2.107085480771928865e-01,1.110600381241297202e-01,1.027934124053469719e-02,-9.060614703340773290e-02,-1.905679628754853860e-01,-2.885870587204324433e-01,-3.836641918061123313e-01,-4.748301108222394706e-01,-5.611554368152017469e-01,-6.417601376193877716e-01,-7.158224992291901678e-01,-7.825875026542021828e-01,-8.413745208608700565e-01,-8.915842573351402400e-01,-9.327048555318335765e-01,-9.643171169287781952e-01,-9.860987744909296415e-01,-9.978277779792126267e-01,-9.993845576124357200e-01,-9.907532430056771311e-01,-9.720218249588333803e-01,-9.433812584459996264e-01,-9.051235159501367367e-01,-8.576386109880517195e-01,-8.014106221689696330e-01,-7.370127583189133302e-01,-6.651015149788224168e-01,-5.864099818472350290e-01,-5.017403693939113118e-01,-4.119558308308627903e-01,-3.179716628106186715e-01,-2.207459745550633401e-01,-1.212699205371667727e-01,-2.055759628726006386e-02,8.036429967028173305e-02,1.804669323599109310e-01,2.787298186775572506e-01,3.741512305712199615e-01,4.657584070256516884e-01,5.526174707464058811e-01,6.338429484489057630e-01,7.086067976992181938e-01,7.761468482835804927e-01,8.357745720522589128e-01,8.868821020290788004e-01,9.289484292312513158e-01,9.615447140268235104e-01,9.843386578838235756e-01,9.970978909438747984e-01,9.996923408861116966e-01,9.920955589323228185e-01,9.743849894755357566e-01,9.467411805833543248e-01,9.094459434244624996e-01,8.628794793817835540e-01,8.075165041395625520e-01,7.439214082568443853e-01,6.727425035622647265e-01,5.947054140244975029e-01,5.106056784742829535e-01,4.213006405886068895e-01,3.277007088134998303e-01,2.307600753250517722e-01,1.314669886429584156e-01,3.083367906114098042e-02,-7.011396040064676871e-02,-1.703468323280964980e-01,-2.688431259103840620e-01,-3.645987336558886849e-01,-4.566374876337737643e-01,-5.440211108893697745e-01
