# x = [0], t = np.linspace(0,5,100)
1.000000000000000000e+02,9.998748852157943645e+01,9.994995408631771738e+01,9.988739669421487122e+01,9.979981634527088374e+01,9.968721303948576917e+01,9.954958677685949908e+01,9.938693755739210189e+01,9.919926538108356340e+01,9.898657024793388359e+01,9.874885215794306248e+01,9.848611111111111427e+01,9.819834710743801054e+01,9.788556014692377971e+01,9.754775022956840758e+01,9.718491735537189413e+01,9.679706152433425359e+01,9.638418273645545753e+01,9.594628099173553437e+01,9.548335629017446990e+01,9.499540863177226413e+01,9.448243801652893126e+01,9.394444444444444287e+01,9.338142791551882738e+01,9.279338842975207058e+01,9.218032598714417247e+01,9.154224058769513306e+01,9.087913223140495234e+01,9.019100091827364452e+01,8.947784664830119539e+01,8.873966942148760495e+01,8.797646923783287320e+01,8.718824609733701436e+01,8.637500000000000000e+01,8.553673094582185854e+01,8.467343893480257577e+01,8.378512396694215170e+01,8.287178604224058631e+01,8.193342516069787962e+01,8.097004132231404583e+01,7.998163452708907073e+01,7.896820477502296853e+01,7.792975206611569661e+01,7.686627640036731179e+01,7.577777777777777146e+01,7.466425619834711824e+01,7.352571166207529529e+01,7.236214416896234525e+01,7.117355371900825389e+01,6.995994031221303544e+01,6.872130394857667568e+01,6.745764462809917461e+01,6.616896235078053223e+01,6.485525711662074855e+01,6.351652892561983776e+01,6.215277777777777857e+01,6.076400367309457806e+01,5.935020661157023625e+01,5.791138659320477444e+01,5.644754361799817133e+01,5.495867768595041269e+01,5.344478879706152696e+01,5.190587695133150703e+01,5.034194214876033158e+01,4.875298438934802903e+01,4.713900367309457806e+01,4.549999999999999289e+01,4.383597337006428774e+01,4.214692378328741995e+01,4.043285123966941796e+01,3.869375573921028177e+01,3.692963728191001849e+01,3.514049586776859257e+01,3.332633149678603957e+01,3.148714416896234525e+01,2.962293388429752383e+01,2.773370064279154690e+01,2.581944444444444287e+01,2.388016528925619752e+01,2.191586317722682509e+01,1.992653810835626871e+01,1.791219008264461365e+01,1.587281910009184571e+01,1.380842516069787962e+01,1.171900826446281485e+01,9.604568411386580351e+00,7.465105601469232965e+00,5.300619834710758482e+00,3.111111111111100058e+00,8.965794306703429584e-01,-1.342975206611541239e+00,-3.607552800734623588e+00,-5.897153351698804613e+00,-8.211776859504141157e+00,-1.055142332415060480e+01,-1.291609274563819554e+01,-1.530578512396695601e+01,-1.772050045913682936e+01,-2.016023875114785824e+01,-2.262500000000000000e+01
